Id,name,Age,nationality,club,league,euro_wage,networth,score_of_100
214175,C. Robles,25,Colombia,Atlético Huila,Colombian Primera A,1000,825000,67
223135,M. Akbaş,27,Turkey,Trabzonspor,Turkish Süper Lig,16000,650000,67
159904,E. Quejeda,29,Chile,CD Palestino,Chilian Primera División,3000,525000,67
232608,H. Abe,27,Japan,Kawasaki Frontale,Japanese J1 League,6000,825000,67
184480,H. Robson-Kanu,28,Wales,West Bromwich Albion,English Premier League,38000,800000,67
212385,A. Syhre,22,Germany,Würzburger FV,German 3. Liga,1000,900000,67
159905,D. Bantelicia,29,Chile,Santiago Wanderers,Chilian Primera División,3000,525000,67
231073,B. Radunović,21,Serbia,Salernitana,Italian Serie B,8000,1000000,67
167329,M. Cejas,31,Argentina,Unión de Santa Fe,Argentinian Superliga,9000,675000,67
167841,C. Maguire,28,Scotland,Bury,English League One,8000,800000,67
185249,D. Phillips,33,Jamaica,Real Salt Lake,USA Major League Soccer,5000,290000,67
186529,T. Beltran,29,United States,Real Salt Lake,USA Major League Soccer,5000,575000,67
216482,B. Pelé,25,France,ES Troyes AC,French Ligue 1,14000,950000,67
211363,T. Lockyer,22,Wales,Bristol Rovers,English League One,6000,975000,67
226723,L. Saldaña,27,Colombia,Alianza Petrolera,Colombian Primera A,1000,625000,67
177315,G. Roberts,33,England,Wigan Athletic,English League One,9000,475000,67
193187,K. Bennett,26,England,Portsmouth,English League One,8000,825000,67
209316,T. Haye,22,Netherlands,Willem II,Holland Eredivisie,6000,1000000,67
188836,J. Steele,26,England,Sunderland,English Championship,5000,675000,67
203173,Noguera,27,Spain,Lorca Deportiva CF,Spanish Segunda División,6000,875000,67
143013,P. Ferrari,35,Argentina,Rosario Central,Argentinian Superliga,7000,160000,67
212645,P. Konate,23,Sweden,Ferrara (SPAL),Italian Serie A,7000,850000,67
216485,A. Tshibola,22,England,Milton Keynes Dons,English League One,18000,1200000,67
228261,V. Moren,26,Finland,Waasland-Beveren,Belgian First Division A,7000,800000,67
183973,L. Nestor,28,France,Valenciennes FC,French Ligue 2,4000,725000,67
186533,P. Nyarko,31,Ghana,D.C. United,USA Major League Soccer,5000,675000,67
202662,S. Lewerenz,26,Germany,Holstein Kiel,German 2. Bundesliga,8000,825000,67
209062,P. Frick,25,Sweden,IF Elfsborg,Swedish Allsvenskan,4000,975000,67
172966,R. Wiggins,29,Wales,Bournemouth,English Premier League,32000,575000,67
173734,J. Wilson,28,Wales,Walsall,English League One,24000,625000,67
210599,M. Lobantsev,22,Russia,Lokomotiv Moscow,Russian Premier League,14000,900000,67
221095,Dani Romera,21,Spain,Cádiz C.F.,Spanish Segunda División,5000,1100000,67
223143,U. Garcia,21,Switzerland,SV Werder Bremen,German Bundesliga,11000,1100000,67
224423,M. Wittek,21,Germany,SpVgg Greuther Fürth,German 2. Bundesliga,6000,975000,67
228007,Lee Yeong Jae,22,Korea Republic,Ulsan Hyundai Horang-i,Korean K League Classic,5000,1200000,67
228519,R. Zekhnini,19,Norway,Fiorentina,Italian Serie A,20000,1600000,67
239271,G. Anestis,26,Greece,AEK Athens,Greek Super League,1000,675000,67
180903,J. O'Shea,28,Republic of Ireland,Bury,English League One,8000,775000,67
224425,M. Wolf,22,Germany,Eintracht Frankfurt,German Bundesliga,19000,1200000,67
232617,K. Shimizu,28,Japan,Shimizu S-Pulse,Japanese J1 League,8000,775000,67
233897,M. Fall,25,Senegal,Sporting Charleroi,Belgian First Division A,9000,925000,67
235177,M. Correa,27,Argentina,Godoy Cruz,Argentinian Superliga,8000,725000,67
192169,E. Friberg,31,Sweden,BK Häcken,Swedish Allsvenskan,4000,650000,67
211626,D. Kądzior,25,Poland,Górnik Zabrze,Polish Ekstraklasa,4000,950000,67
168362,F. Stanco,30,Italy,Cremonese,Italian Serie B,3000,725000,67
237226,J. Nyholm,23,Sweden,AIK Solna,Swedish Allsvenskan,5000,900000,67
204203,Xavi Molina,30,Spain,Gimnàstic de Tarragona,Spanish Segunda División,6000,575000,67
214187,C. Bejarano,32,Equatorial Guinea,CD America de Cali,Colombian Primera A,1000,450000,67
220075,M. Kanno,22,Saudi Arabia,Al Hilal,Saudi Professional League,19000,1200000,67
232875,D. Nishi,29,Japan,Kashima Antlers,Japanese J1 League,8000,575000,67
238507,Fernando Fonseca,20,Portugal,Estoril Praia,Portuguese Primeira Liga,6000,1100000,67
230316,Marcelinho Moraisco,25,Brazil,São Paulo Futebol Clube,Campeonato Brasileiro Série A,12000,550000,67
234668,F. Ananou,19,Germany,Roda JC Kerkrade,Holland Eredivisie,3000,1000000,67
47020,K. Begois,35,Belgium,FC Groningen,Holland Eredivisie,4000,180000,67
216237,K. Azamoum,27,France,ES Troyes AC,French Ligue 1,14000,850000,67
234413,F. Müller,24,Germany,Würzburger FV,German 3. Liga,1000,1000000,67
208302,A. Gilbey,22,England,Milton Keynes Dons,English League One,7000,1100000,67
232622,S. Nagasawa,28,Japan,Gamba Osaka,Japanese J1 League,9000,800000,67
203439,M. Tosetti,25,Switzerland,FC Thun,Swiss Super League,9000,950000,67
232111,M. Benyettou,27,Algeria,Al Shabab,Saudi Professional League,21000,825000,67
232879,R. Nagaki,29,Japan,Kashima Antlers,Japanese J1 League,8000,600000,67
183471,D. Vidosic,30,Australia,Wellington Phoenix,Australian A-League,4000,725000,67
125103,O. Şam,31,Turkey,Gençlerbirliği SK,Turkish Süper Lig,10000,500000,67
169648,S. Dawkins,29,Jamaica,San Jose Earthquakes,USA Major League Soccer,6000,750000,67
202161,F. Concas,30,Italy,Carpi,Italian Serie B,3000,725000,67
187313,Jou Silva,30,Brazil,Al Batin,Saudi Professional League,9000,725000,67
202162,J. Anibaba,28,United States,Houston Dynamo,USA Major League Soccer,5000,625000,67
213170,Jeong Jae Yong,26,Korea Republic,Ulsan Hyundai Horang-i,Korean K League Classic,6000,875000,67
232882,K. Misao,21,Japan,Kashima Antlers,Japanese J1 League,6000,1100000,67
168882,S. Kariri,36,Saudi Arabia,Al Shabab,Saudi Professional League,13000,100000,67
193458,Barge,33,Portugal,CD Feirense,Portuguese Primeira Liga,6000,290000,67
204468,T. Weilandt,25,Germany,Holstein Kiel,German 2. Bundesliga,11000,950000,67
213428,C. Irwin,28,United States,Toronto FC,USA Major League Soccer,4000,525000,67
220084,C. Falletti,24,Uruguay,Bologna,Italian Serie A,24000,1000000,67
114356,M. Wölfli,34,Switzerland,BSC Young Boys,Swiss Super League,10000,300000,67
231093,J. Patiño,28,Paraguay,Racing Club de Avellaneda,Argentinian Superliga,11000,700000,67
232373,R. Moriwaki,31,Japan,Urawa Red Diamonds,Japanese J1 League,7000,525000,67
49589,J. Jönsson,33,Sweden,IF Elfsborg,Swedish Allsvenskan,4000,300000,67
183477,M. Štěch,27,Czech Republic,Luton Town,English League Two,9000,675000,67
191157,M. Dyrestam,25,Sweden,Kalmar FF,Swedish Allsvenskan,3000,850000,67
192437,F. Trinks,25,Germany,Chemnitzer FC,German 3. Liga,1000,975000,67
198070,A. Ludwig,26,Germany,1. FC Magdeburg,German 3. Liga,1000,900000,67
207542,Lee Seul Chan,23,Korea Republic,Jeonnam Dragons,Korean K League Classic,4000,850000,67
214198,J. Hernández,31,Colombia,Independiente Medellín,Colombian Primera A,3000,525000,67
227766,L. Dvali,22,Georgia,Pogoń Szczecin,Polish Ekstraklasa,4000,1100000,67
197303,S. Krivets,31,Belarus,Arka Gdynia,Polish Ekstraklasa,6000,675000,67
201911,W. Keane,24,England,Hull City,English Championship,7000,1000000,67
209335,K. Haugen,23,Norway,Viking FK,Norwegian Eliteserien,3000,950000,67
214199,C. Restrepo,29,Colombia,Jaguares Fútbol Club,Colombian Primera A,3000,600000,67
228279,J. Drommel,20,Netherlands,FC Twente,Holland Eredivisie,4000,1000000,67
232887,A. Nakamura,26,Japan,Kashima Antlers,Japanese J1 League,8000,825000,67
241079,C. Kyriakou,22,Cyprus,Estoril Praia,Portuguese Primeira Liga,5000,975000,67
195255,G. Landel,26,Guinea,Alanyaspor,Turkish Süper Lig,8000,775000,67
220600,A. Lundqvist,23,Sweden,IF Elfsborg,Swedish Allsvenskan,3000,875000,67
195256,A. Turan,25,Turkey,Kayserispor,Turkish Süper Lig,8000,825000,67
233145,K. Moriya,28,Japan,Kawasaki Frontale,Japanese J1 League,6000,775000,67
183993,E. Israelsson,28,Sweden,PEC Zwolle,Holland Eredivisie,7000,775000,67
202170,M. Boxall,28,New Zealand,Minnesota Thunder,USA Major League Soccer,5000,625000,67
222394,Y. Bnou-Marzouk,21,Morocco,FC Lugano,Swiss Super League,5000,1400000,67
230074,E. Kwateng,20,France,FC Nantes,French Ligue 1,10000,1100000,67
217787,S. Vučur,25,Austria,1. FC Kaiserslautern,German 2. Bundesliga,7000,800000,67
221627,H. Hechalar,29,Argentina,Atlético Tucumán,Argentinian Superliga,3000,750000,67
238779,J. Verlaat,21,Netherlands,Werder Bremen II,German 3. Liga,1000,1200000,67
208316,A. Blomqvist,25,Sweden,IFK Norrköping,Swedish Allsvenskan,4000,1000000,67
219836,Rubén Yáñez,23,Spain,Cádiz C.F.,Spanish Segunda División,8000,850000,67
220348,Isaac Carcelén,24,Spain,C.D. Leonesa S.A.D.,Spanish Segunda División,5000,825000,67
234172,B. Bese,23,Hungary,Le Havre AC,French Ligue 2,4000,950000,67
239804,A. Karnitskiy,28,Belarus,FC Tosno,Russian Premier League,13000,625000,67
240316,Cláudio Falcão,22,Brazil,CD Aves,Portuguese Primeira Liga,7000,1000000,67
176061,J. Bornstein,32,United States,Querétaro,Mexican Liga MX,7000,425000,67
203454,J. Reinhardt,29,Germany,Chemnitzer FC,German 3. Liga,1000,600000,67
203966,D. Kempe,31,Germany,FC Erzgebirge Aue,German 2. Bundesliga,5000,500000,67
207806,B. Dickenson,24,England,Colchester United,English League Two,8000,875000,67
215230,S. Martínez,34,Uruguay,Argentinos Juniors,Argentinian Superliga,7000,230000,67
179646,J. Juelsgård,28,Denmark,Aarhus GF,Danish Superliga,9000,600000,67
198591,F. Etoundi,26,Cameroon,Kasimpaşa SK,Turkish Süper Lig,10000,900000,67
203455,O. Kragl,27,Germany,Crotone,Italian Serie A,8000,800000,67
230079,A. Kalulu,21,France,FC Sochaux-Montbéliard,French Ligue 2,27000,1200000,67
169919,P. Anderson,28,England,Mansfield Town,English League Two,13000,775000,67
210112,C. Benavente,23,Peru,Sporting Charleroi,Belgian First Division A,8000,1000000,67
201921,N. Ajose,25,England,Bury,English League One,9000,1000000,67
212417,P. Gregor,23,Denmark,FC Nordsjælland,Danish Superliga,7000,925000,67
119233,T. Mears,34,England,Atlanta United FC,USA Major League Soccer,5000,220000,67
208834,B. Aloé,23,France,Valenciennes FC,French Ligue 2,3000,1100000,67
235202,I. Tomečak,27,Croatia,KV Mechelen,Belgian First Division A,9000,800000,67
207811,Yeo Reum,28,Korea Republic,Sangju Sangmu FC,Korean K League Classic,3000,750000,67
213699,A. Fletcher,21,England,Middlesbrough,English Championship,10000,1300000,67
214211,R. Vanegas,24,Colombia,Jaguares Fútbol Club,Colombian Primera A,3000,1000000,67
226499,T. Sangweni,28,South Africa,Orlando Pirates,South African PSL,1000,750000,67
171971,L. Craig,30,Scotland,St. Johnstone FC,Scottish Premiership,5000,700000,67
192963,L. Nabab,29,France,US Orléans Loiret Football,French Ligue 2,5000,750000,67
211908,G. Güvenç,25,Turkey,Göztepe,Turkish Süper Lig,8000,725000,67
232132,Joaquín,21,Spain,UD Almería,Spanish Segunda División,4000,975000,67
237252,J. Nerwinski,22,United States,Vancouver Whitecaps FC,USA Major League Soccer,4000,875000,67
187076,S. Hain,28,Germany,SpVgg Unterhaching,German 3. Liga,1000,800000,67
203461,H. Kryeziu,24,Kosovo,FC Luzern,Swiss Super League,7000,1000000,67
213189,Joo Min Kyu,27,Korea Republic,Sangju Sangmu FC,Korean K League Classic,4000,825000,67
225733,Cesinha,27,Brazil,Daegu FC,Korean K League Classic,5000,800000,67
233157,N. Medvedev,22,Russia,Lokomotiv Moscow,Russian Premier League,14000,900000,67
235717,B. Özcan,19,Turkey,VfB Stuttgart,German Bundesliga,8000,1300000,67
187589,A. Katsaev,29,Russia,FC Anzhi Makhachkala,Russian Premier League,14000,725000,67
200646,A. Cinelli,27,Italy,Cremonese,Italian Serie B,10000,775000,67
215238,W. Serrano,30,Argentina,Godoy Cruz,Argentinian Superliga,9000,700000,67
231110,P. Erras,22,Germany,1. FC Nürnberg,German 2. Bundesliga,7000,1100000,67
148423,S. Mila,34,Poland,Lechia Gdańsk,Polish Ekstraklasa,6000,375000,67
215751,G. Monachello,23,Italy,Palermo,Italian Serie B,15000,1100000,67
237767,T. Edamura,30,Japan,Shimizu S-Pulse,Japanese J1 League,3000,725000,67
241095,N. Vlašić,19,Croatia,Everton,English Premier League,32000,1600000,67
220872,G. Kiltie,20,Scotland,Kilmarnock,Scottish Premiership,4000,1200000,67
165064,J. Promes,33,Netherlands,VVV-Venlo,Holland Eredivisie,7000,300000,67
237768,R. Shirasaki,24,Japan,Shimizu S-Pulse,Japanese J1 League,3000,950000,67
191432,A. Falatah,33,Saudi Arabia,Al Ittihad,Saudi Professional League,20000,290000,67
204489,S. Elbers,25,Netherlands,Excelsior,Holland Eredivisie,7000,950000,67
209609,E. Loboa,30,Colombia,CD America de Cali,Colombian Primera A,2000,725000,67
213449,P. Stolarski,21,Poland,Lechia Gdańsk,Polish Ekstraklasa,4000,1000000,67
159945,J. Seldinarez,33,Chile,Curicó Unido,Chilian Primera División,3000,300000,67
226249,M. Odjer,20,Ghana,Salernitana,Italian Serie B,3000,1700000,67
188617,S. Laner,33,Italy,Hellas Verona,Italian Serie A,16000,450000,67
192201,P. Abrahamsson,28,Sweden,BK Häcken,Swedish Allsvenskan,3000,525000,67
226506,K. Mets,24,Estonia,NAC Breda,Holland Eredivisie,5000,875000,67
235466,Quim Araujo,29,Spain,Albacete Balompié,Spanish Segunda División,6000,750000,67
184266,K. Bru,28,Mauritius,Ipswich Town,English Championship,13000,750000,67
192970,D. Mayor,26,England,Bury,English League One,7000,900000,67
199883,K. Onuegbu,31,Nigeria,MSV Duisburg,German 2. Bundesliga,5000,675000,67
204235,Dorronsoro,32,Spain,Lorca Deportiva CF,Spanish Segunda División,4000,450000,67
210635,K. Hause,21,England,Wolverhampton Wanderers,English Championship,19000,1200000,67
231627,S. Umar,20,Nigeria,Torino,Italian Serie A,27000,1500000,67
235467,M. Moreno,23,Argentina,Club Atlético Lanús,Argentinian Superliga,10000,1000000,67
171723,A. Mengoni,33,Italy,Ascoli,Italian Serie B,3000,300000,67
177099,T. Wachsmuth,30,Germany,FSV Zwickau,German 3. Liga,1000,575000,67
178379,J. Harvey,33,United States,Vancouver Whitecaps FC,USA Major League Soccer,5000,290000,67
198348,M. Autret,26,France,Stade Brestois 29,French Ligue 2,5000,900000,67
215756,S. McQueen,22,England,Southampton,English Premier League,31000,950000,67
230860,D. Poha,20,France,US Orléans Loiret Football,French Ligue 2,10000,925000,67
125132,B. Körk,37,Turkey,Akhisar Belediyespor,Turkish Süper Lig,5000,50000,67
208589,K. Pusch,24,Germany,1. FC Heidenheim,German 2. Bundesliga,10000,1000000,67
215245,A. Hunou,23,France,Stade Rennais FC,French Ligue 1,12000,1100000,67
232909,S. Takahashi,27,Japan,Vissel Kobe,Japanese J1 League,4000,625000,67
190669,O. Jansson,26,Sweden,Örebro SK,Swedish Allsvenskan,3000,675000,67
220878,M. Cacutalua,22,Germany,FC Erzgebirge Aue,German 2. Bundesliga,4000,975000,67
223438,T. Renault,33,France,US Orléans Loiret Football,French Ligue 2,3000,375000,67
180174,B. Kopplin,28,Germany,Hobro IK,Danish Superliga,7000,600000,67
212431,Kim Nam Chun,28,Korea Republic,Sangju Sangmu FC,Korean K League Classic,5000,700000,67
212687,L. Solignac,26,Argentina,Chicago Fire Soccer Club,USA Major League Soccer,6000,900000,67
221647,Kim Yong Hwan,24,Korea Republic,Incheon United FC,Korean K League Classic,4000,1000000,67
226767,N. Kuipers,24,Netherlands,ADO Den Haag,Holland Eredivisie,6000,825000,67
179663,T. Rowe,28,England,Doncaster Rovers,English League One,7000,775000,67
211920,M. Grüttner,31,Germany,SSV Jahn Regensburg,German 2. Bundesliga,8000,675000,67
232144,F. Uduokhai,19,Germany,VfL Wolfsburg,German Bundesliga,14000,1200000,67
189392,G. Gabulov,28,Russia,FC SKA-Energiya Khabarovsk,Russian Premier League,14000,750000,67
216273,J. Kauko,26,Finland,Randers FC,Danish Superliga,8000,775000,67
153297,S. Pouplin,32,France,OGC Nice,French Ligue 1,13000,450000,67
227537,H. Veerman,26,Netherlands,SC Heerenveen,Holland Eredivisie,8000,900000,67
176849,P. Gibaud,29,France,FC Sochaux-Montbéliard,French Ligue 2,6000,575000,67
184273,K. Wolze,27,Germany,MSV Duisburg,German 2. Bundesliga,4000,700000,67
198354,J. Ramis,27,Uruguay,Belgrano de Córdoba,Argentinian Superliga,9000,800000,67
214482,F. Rodríguez,31,Colombia,Atlético Bucaramanga,Colombian Primera A,2000,500000,67
215251,G. Herrera,25,Argentina,Talleres de Cordoba,Argentinian Superliga,6000,700000,67
231891,D. Arce,25,Argentina,Unión de Santa Fe,Argentinian Superliga,8000,825000,67
177107,R. Müller,30,Germany,VfR Aalen,German 3. Liga,1000,575000,67
201172,A. Woźniak,27,Poland,Zagłębie Lubin,Polish Ekstraklasa,6000,800000,67
219604,M. Sao,27,France,FC Sochaux-Montbéliard,French Ligue 2,6000,800000,67
202453,Julinho,30,Brazil,Hokkaido Consadole Sapporo,Japanese J1 League,4000,725000,67
226773,P. Diop,19,Spain,Olympique Lyonnais,French Ligue 1,18000,1400000,67
230869,Unai Simón,20,Spain,Athletic Club de Bilbao,Spanish Primera División,7000,1200000,67
189141,R. Söder,26,Sweden,Sporting Lokeren,Belgian First Division A,10000,925000,67
206038,Jairo Morillas,23,Spain,RCD Espanyol,Spanish Primera División,15000,1000000,67
216790,C. Grant,22,England,Crewe Alexandra,English League Two,42000,1200000,67
232406,R. Krauße,23,Germany,SC Paderborn 07,German 3. Liga,1000,875000,67
240342,H. Duljević,23,Bosnia Herzegovina,SG Dynamo Dresden,German 2. Bundesliga,8000,1100000,67
212439,Lim Chai Min,26,Korea Republic,Sangju Sangmu FC,Korean K League Classic,3000,775000,67
213719,A. Kann,26,United States,Atlanta United FC,USA Major League Soccer,4000,625000,67
221911,Rafael Amorim,29,Brazil,Tondela,Portuguese Primeira Liga,4000,600000,67
158167,M. Sonnleitner,30,Austria,SK Rapid Wien,Austrian Bundesliga,13000,575000,67
189655,Z. Ondrášek,28,Czech Republic,Wisła Kraków,Polish Ekstraklasa,6000,800000,67
192471,A. Matuschyk,28,Poland,Zagłębie Lubin,Polish Ekstraklasa,6000,750000,67
202456,J. Verhoek,28,Netherlands,1. FC Heidenheim,German 2. Bundesliga,13000,800000,67
206040,B. Verboom,25,Belgium,KV Kortrijk,Belgian First Division A,9000,750000,67
211672,T. Boyd,22,New Zealand,Tondela,Portuguese Primeira Liga,6000,1000000,67
228568,P. Joosten,21,Netherlands,FC Utrecht,Holland Eredivisie,7000,1100000,67
234712,W. van der Steen,27,Netherlands,SC Heerenveen,Holland Eredivisie,5000,625000,67
180440,A. Danch,29,Poland,Arka Gdynia,Polish Ekstraklasa,6000,600000,67
202457,L. Koopmans,24,Netherlands,PSV,Holland Eredivisie,6000,725000,67
221657,T. Akindele,25,Canada,FC Dallas,USA Major League Soccer,6000,950000,67
224217,R. van der Meer,22,Netherlands,FC Utrecht,Holland Eredivisie,6000,850000,67
159961,G. Maldanada,29,Chile,San Luis de Quillota,Chilian Primera División,3000,600000,67
229849,J. Leborgne,21,France,SM Caen,French Ligue 1,11000,1300000,67
190425,M. Abdellaoue,28,Norway,Aalesunds FK,Norwegian Eliteserien,4000,800000,67
190937,Q. Amarikwa,29,United States,San Jose Earthquakes,USA Major League Soccer,6000,750000,67
208602,Y. van Nieff,24,Netherlands,FC Groningen,Holland Eredivisie,6000,825000,67
220122,Campins,22,Spain,CF Reus Deportiu,Spanish Segunda División,4000,950000,67
190682,Y. Kasim,26,Iraq,Northampton Town,English League One,6000,875000,67
200667,M. Power,23,England,Wigan Athletic,English League One,8000,1000000,67
224987,I. Provedel,23,Italy,Empoli,Italian Serie B,2000,750000,67
179931,C. Avinel,30,France,AC Ajaccio,French Ligue 2,4000,575000,67
184283,J. Kalla,30,Germany,FC St. Pauli,German 2. Bundesliga,10000,550000,67
213724,Bicho,21,Spain,RC Deportivo de La Coruña,Spanish Primera División,10000,1100000,67
158172,M. Parensen,31,Germany,1. FC Union Berlin,German 2. Bundesliga,17000,500000,67
